0,1,2
-0.35714287,0.9285714,0.0
-0.2857143,-0.9285714,0.0
-0.2857143,-0.78571427,0.0
-0.2857143,-0.71428573,0.0
-0.2857143,-0.64285713,0.0
-0.2857143,-0.2857143,0.0
-0.2857143,-0.14285715,0.83137256
-0.2857143,-0.071428575,0.96862745
-0.2857143,0.14285715,0.0
-0.2857143,0.2857143,0.0
-0.2857143,0.5714286,0.0
-0.2857143,0.78571427,0.0
-0.2857143,0.85714287,0.0
-0.2857143,0.9285714,0.0
-0.21428572,-0.71428573,0.0
-0.21428572,-0.5,0.0
-0.21428572,-0.42857143,0.0
-0.21428572,-0.2857143,0.050980393
-0.21428572,-0.21428572,0.68235296
-0.21428572,0.14285715,0.0
-0.21428572,0.21428572,0.0
-0.21428572,0.2857143,0.0
-0.21428572,0.42857143,0.0
-0.21428572,0.5714286,0.0
-0.21428572,0.71428573,0.0
-0.21428572,0.85714287,0.0
-0.21428572,0.9285714,0.0
-0.14285715,-1.0,0.0
-0.14285715,-0.9285714,0.0
-0.14285715,-0.71428573,0.0
-0.14285715,-0.5,0.0
-0.14285715,-0.42857143,0.0
-0.14285715,-0.35714287,0.0
-0.14285715,-0.2857143,0.44705883
-0.14285715,-0.21428572,0.99607843
-0.14285715,0.2857143,0.0
-0.14285715,0.35714287,0.0
-0.14285715,0.42857143,0.0
-0.14285715,0.78571427,0.0
-0.14285715,0.85714287,0.0
-0.14285715,0.9285714,0.0
-0.071428575,-0.78571427,0.0
-0.071428575,-0.71428573,0.0
-0.071428575,-0.5714286,0.0
-0.071428575,-0.071428575,0.0
-0.071428575,0.071428575,0.0
-0.071428575,0.14285715,0.0
-0.071428575,0.42857143,0.0
-0.071428575,0.5,0.0
-0.071428575,0.5714286,0.0
-0.071428575,0.71428573,0.0
-0.071428575,0.85714287,0.0
0.0,-0.9285714,0.0
0.0,-0.78571427,0.0
0.0,-0.5714286,0.0
0.0,-0.42857143,0.0
0.0,-0.071428575,0.019607844
0.0,0.0,0.14901961
0.0,0.071428575,0.14901961
0.0,0.2857143,0.0
0.0,0.35714287,0.0
0.0,0.42857143,0.0
0.0,0.71428573,0.0
0.0,0.85714287,0.0
0.0,0.9285714,0.0
0.071428575,-1.0,0.0
0.071428575,-0.85714287,0.0
0.071428575,-0.78571427,0.0
0.071428575,-0.71428573,0.0
0.071428575,-0.64285713,0.0
0.071428575,-0.21428572,0.6745098
0.071428575,-0.071428575,0.8
0.071428575,0.42857143,0.0
0.071428575,0.5,0.0
0.071428575,0.85714287,0.0
0.14285715,-0.85714287,0.0
0.14285715,-0.78571427,0.0
0.14285715,-0.71428573,0.0
0.14285715,-0.64285713,0.0
0.14285715,-0.5714286,0.0
0.14285715,-0.42857143,0.0
0.14285715,-0.071428575,0.9607843
0.14285715,0.14285715,0.9607843
0.14285715,0.42857143,0.0
0.14285715,0.71428573,0.0
0.14285715,0.78571427,0.0
0.14285715,0.85714287,0.0
0.14285715,0.9285714,0.0
0.21428572,-0.9285714,0.0
0.21428572,-0.85714287,0.0
0.21428572,-0.78571427,0.0
0.21428572,-0.71428573,0.0
0.21428572,-0.64285713,0.0
0.21428572,-0.5714286,0.0
0.21428572,-0.5,0.0
0.21428572,-0.42857143,0.0
0.21428572,-0.2857143,0.99607843
0.21428572,-0.071428575,0.0627451
0.21428572,0.14285715,0.8862745
0.21428572,0.2857143,0.0
0.21428572,0.5,0.0
0.21428572,0.5714286,0.0
0.21428572,0.64285713,0.0
0.21428572,0.71428573,0.0
0.21428572,0.78571427,0.0
0.2857143,-1.0,0.0
0.2857143,-0.85714287,0.0
0.2857143,-0.64285713,0.0
0.2857143,-0.5,0.0
0.2857143,-0.14285715,0.0
0.2857143,0.0,0.0
0.2857143,0.14285715,0.93333334
0.2857143,0.2857143,0.0
0.2857143,0.42857143,0.0
0.2857143,0.9285714,0.0
0.35714287,-1.0,0.0
0.35714287,-0.9285714,0.0
0.35714287,-0.78571427,0.0
0.35714287,-0.64285713,0.0
0.35714287,-0.5,0.0
0.35714287,-0.21428572,0.41960785
0.35714287,0.071428575,1.0
0.35714287,0.14285715,0.94509804
0.35714287,0.21428572,0.14901961
0.35714287,0.2857143,0.0
0.35714287,0.64285713,0.0
0.35714287,0.71428573,0.0
0.35714287,0.78571427,0.0
0.42857143,-0.9285714,0.0
0.42857143,-0.78571427,0.0
0.42857143,-0.71428573,0.0
0.42857143,-0.64285713,0.0
0.42857143,-0.5714286,0.0
0.42857143,-0.2857143,0.99607843
0.42857143,-0.14285715,0.23529412
0.42857143,0.071428575,0.9411765
0.42857143,0.14285715,0.24705882
0.42857143,0.35714287,0.0
0.42857143,0.64285713,0.0
0.42857143,0.78571427,0.0
0.42857143,0.9285714,0.0
0.5,-1.0,0.0
0.5,-0.9285714,0.0
0.5,-0.71428573,0.0
0.5,-0.21428572,0.99607843
0.5,0.0,0.88235295
0.5,0.21428572,0.0
0.5,0.2857143,0.0
0.5,0.42857143,0.0
0.5,0.5714286,0.0
0.5,0.78571427,0.0
0.5,0.85714287,0.0
0.5714286,-0.85714287,0.0
0.5714286,-0.64285713,0.0
0.5714286,-0.5714286,0.0
0.5714286,-0.21428572,0.99607843
0.5714286,0.0,0.0
0.5714286,0.14285715,0.0
0.5714286,0.2857143,0.0
0.5714286,0.71428573,0.0
0.64285713,-0.71428573,0.0
0.64285713,-0.5714286,0.0
0.64285713,-0.5,0.0
0.64285713,-0.42857143,0.0
0.64285713,-0.21428572,0.0
0.64285713,-0.14285715,0.0
0.64285713,0.071428575,0.0
0.64285713,0.2857143,0.0
0.64285713,0.5,0.0
0.64285713,0.64285713,0.0
0.64285713,0.78571427,0.0
0.64285713,0.85714287,0.0
0.71428573,-0.9285714,0.0
0.71428573,-0.5714286,0.0
0.71428573,-0.5,0.0
0.71428573,-0.35714287,0.0
0.71428573,-0.14285715,0.0
0.71428573,0.071428575,0.0
0.71428573,0.2857143,0.0
0.71428573,0.5714286,0.0
0.71428573,0.64285713,0.0
0.71428573,0.71428573,0.0
0.71428573,0.78571427,0.0
0.71428573,0.9285714,0.0
0.78571427,-0.9285714,0.0
0.78571427,-0.85714287,0.0
0.78571427,-0.5714286,0.0
0.78571427,-0.5,0.0
0.78571427,-0.2857143,0.0
0.78571427,-0.14285715,0.0
0.78571427,-0.071428575,0.0
0.78571427,0.35714287,0.0
0.78571427,0.42857143,0.0
0.78571427,0.71428573,0.0
0.78571427,0.78571427,0.0
0.78571427,0.85714287,0.0
0.85714287,-1.0,0.0
0.85714287,-0.9285714,0.0
0.85714287,-0.78571427,0.0
0.85714287,-0.64285713,0.0
0.85714287,-0.5714286,0.0
0.85714287,-0.5,0.0
0.85714287,-0.42857143,0.0
0.85714287,-0.2857143,0.0
0.85714287,-0.21428572,0.0
0.85714287,0.35714287,0.0
0.85714287,0.5,0.0
0.85714287,0.5714286,0.0
0.85714287,0.78571427,0.0
0.85714287,0.85714287,0.0
0.85714287,0.9285714,0.0
0.9285714,-0.9285714,0.0
0.9285714,-0.85714287,0.0
0.9285714,-0.78571427,0.0
0.9285714,-0.71428573,0.0
0.9285714,-0.21428572,0.0
0.9285714,0.071428575,0.0
0.9285714,0.14285715,0.0
0.9285714,0.21428572,0.0
0.9285714,0.5,0.0
0.9285714,0.78571427,0.0
0.9285714,0.85714287,0.0
0.9285714,0.9285714,0.0
