0,1,2,3,4
-0.75,-0.875,0.6627451,0.6862745,0.6784314
-0.75,-0.8125,0.68235296,0.7176471,0.7019608
-0.75,-0.6875,0.6745098,0.7294118,0.7019608
-0.75,-0.5625,0.6431373,0.7137255,0.7019608
-0.75,-0.1875,0.1254902,0.14509805,0.2901961
-0.75,0.125,0.1882353,0.16862746,0.31764707
-0.75,0.4375,0.59607846,0.6156863,0.6313726
-0.75,0.5625,0.654902,0.7019608,0.6745098
-0.75,0.6875,0.64705884,0.7254902,0.6745098
-0.75,0.75,0.63529414,0.7176471,0.67058825
-0.75,0.9375,0.5411765,0.6117647,0.6117647
-0.6875,-1.0,0.52156866,0.5294118,0.5254902
-0.6875,-0.8125,0.6745098,0.7137255,0.69411767
-0.6875,-0.75,0.6745098,0.72156864,0.69411767
-0.6875,-0.6875,0.67058825,0.7254902,0.69803923
-0.6875,-0.5625,0.6392157,0.70980394,0.7019608
-0.6875,-0.375,0.39215687,0.45490196,0.5176471
-0.6875,-0.1875,0.13333334,0.14509805,0.3019608
-0.6875,-0.125,0.09411765,0.101960786,0.27450982
-0.6875,-0.0625,0.09019608,0.09019608,0.27450982
-0.6875,0.0625,0.14901961,0.13333334,0.30588236
-0.6875,0.125,0.20392157,0.18039216,0.33333334
-0.6875,0.1875,0.28627452,0.27058825,0.40392157
-0.6875,0.25,0.35686275,0.3529412,0.45882353
-0.6875,0.3125,0.44313726,0.4509804,0.5254902
-0.6875,0.625,0.67058825,0.73333335,0.7058824
-0.6875,0.6875,0.65882355,0.7294118,0.69411767
-0.6875,0.75,0.6392157,0.7137255,0.6784314
-0.6875,0.8125,0.62352943,0.69803923,0.6784314
-0.6875,0.9375,0.53333336,0.6,0.6
-0.625,-0.9375,0.5921569,0.59607846,0.6
-0.625,-0.875,0.654902,0.6745098,0.6666667
-0.625,-0.75,0.6666667,0.70980394,0.6862745
-0.625,-0.625,0.64705884,0.7058824,0.6862745
-0.625,-0.5,0.6156863,0.6784314,0.69411767
-0.625,-0.25,0.35686275,0.38039216,0.50980395
-0.625,-0.1875,0.36078432,0.3764706,0.5294118
-0.625,-0.0625,0.36862746,0.37254903,0.54509807
-0.625,0.0,0.34509805,0.34117648,0.50980395
-0.625,0.0625,0.30588236,0.29411766,0.4509804
-0.625,0.5625,0.69411767,0.73333335,0.7411765
-0.625,0.9375,0.53333336,0.59607846,0.59607846
-0.5625,-1.0,0.5372549,0.5411765,0.54509807
-0.5625,-0.3125,0.52156866,0.56078434,0.654902
-0.5625,-0.25,0.50980395,0.5372549,0.6627451
-0.5625,-0.1875,0.53333336,0.54901963,0.6901961
-0.5625,-0.125,0.54509807,0.5568628,0.7137255
-0.5625,-0.0625,0.53333336,0.5411765,0.7019608
-0.5625,0.0,0.4745098,0.4745098,0.62352943
-0.5625,0.25,0.50980395,0.5137255,0.6
-0.5625,0.3125,0.5803922,0.5882353,0.654902
-0.5625,0.6875,0.67058825,0.7254902,0.7137255
-0.5625,0.75,0.65882355,0.7176471,0.7019608
-0.5,-1.0,0.54509807,0.54509807,0.5568628
-0.5,-0.875,0.6784314,0.69411767,0.69411767
-0.5,-0.8125,0.68235296,0.7019608,0.6901961
-0.5,-0.625,0.67058825,0.7137255,0.7019608
-0.5,-0.375,0.63529414,0.68235296,0.73333335
-0.5,-0.25,0.6117647,0.63529414,0.74509805
-0.5,0.0,0.53333336,0.5411765,0.654902
-0.5,0.0625,0.43529412,0.4392157,0.54901963
-0.5,0.125,0.4,0.4,0.5019608
-0.5,0.1875,0.48235294,0.4862745,0.5686275
-0.5,0.4375,0.6745098,0.7019608,0.7411765
-0.5,0.5,0.6666667,0.69411767,0.7294118
-0.4375,-0.0625,0.59607846,0.6117647,0.70980394
-0.4375,0.1875,0.5019608,0.5176471,0.5686275
-0.4375,0.25,0.5764706,0.5921569,0.63529414
-0.4375,0.4375,0.6745098,0.7019608,0.7411765
-0.4375,0.5,0.6666667,0.69411767,0.73333335
-0.4375,0.5625,0.65882355,0.69411767,0.72156864
-0.4375,0.625,0.67058825,0.70980394,0.7254902
-0.4375,0.9375,0.5647059,0.6039216,0.60784316
-0.375,-0.9375,0.6117647,0.60784316,0.627451
-0.375,-0.8125,0.68235296,0.69411767,0.7019608
-0.375,-0.6875,0.6862745,0.7254902,0.70980394
-0.375,-0.5,0.6784314,0.72156864,0.7137255
-0.375,0.0,0.50980395,0.53333336,0.5921569
-0.375,0.125,0.4509804,0.4745098,0.5137255
-0.375,0.4375,0.68235296,0.7137255,0.7411765
-0.375,0.5,0.6666667,0.7019608,0.7254902
-0.375,0.625,0.6784314,0.7254902,0.7294118
-0.375,0.6875,0.6901961,0.7372549,0.73333335
-0.375,0.75,0.6901961,0.73333335,0.7254902
-0.375,0.875,0.60784316,0.6509804,0.64705884
-0.3125,-0.9375,0.60784316,0.60784316,0.627451
-0.3125,-0.875,0.6745098,0.68235296,0.69803923
-0.3125,-0.8125,0.68235296,0.69411767,0.7019608
-0.3125,-0.625,0.6745098,0.7176471,0.69411767
-0.3125,-0.4375,0.6666667,0.7058824,0.7137255
-0.3125,-0.3125,0.67058825,0.7019608,0.7490196
-0.3125,-0.125,0.5764706,0.6,0.6666667
-0.3125,-0.0625,0.53333336,0.5568628,0.60784316
-0.3125,0.0625,0.47058824,0.49411765,0.5294118
-0.3125,0.1875,0.57254905,0.6,0.61960787
-0.3125,0.25,0.63529414,0.6666667,0.6784314
-0.3125,0.6875,0.7019608,0.7529412,0.7411765
-0.3125,0.875,0.6039216,0.654902,0.6509804
-0.3125,0.9375,0.5411765,0.58431375,0.5882353
-0.25,-1.0,0.5372549,0.53333336,0.5529412
-0.25,-0.9375,0.6039216,0.60784316,0.62352943
-0.25,-0.875,0.6666667,0.68235296,0.69411767
-0.25,-0.8125,0.6784314,0.69803923,0.7019608
-0.25,-0.75,0.6862745,0.72156864,0.70980394
-0.25,-0.5,0.6509804,0.69803923,0.6862745
-0.25,-0.3125,0.6745098,0.7058824,0.74509805
-0.25,-0.25,0.654902,0.6784314,0.7411765
-0.25,-0.1875,0.6039216,0.62352943,0.69411767
-0.25,-0.125,0.5411765,0.5647059,0.627451
-0.25,0.125,0.52156866,0.54901963,0.5686275
-0.25,0.3125,0.6901961,0.73333335,0.73333335
-0.25,0.375,0.70980394,0.7490196,0.7529412
-0.25,0.6875,0.70980394,0.7607843,0.7490196
-0.25,0.8125,0.6784314,0.7372549,0.72156864
-0.1875,-1.0,0.53333336,0.5294118,0.54901963
-0.1875,-0.8125,0.67058825,0.7019608,0.70980394
-0.1875,-0.5625,0.6627451,0.70980394,0.69411767
-0.1875,-0.375,0.69803923,0.7372549,0.75686276
-0.1875,-0.25,0.6666667,0.6901961,0.7490196
-0.1875,-0.1875,0.6039216,0.627451,0.6901961
-0.1875,-0.125,0.53333336,0.5568628,0.61960787
-0.1875,-0.0625,0.4862745,0.50980395,0.56078434
-0.1875,0.1875,0.627451,0.65882355,0.6666667
-0.1875,0.5625,0.6627451,0.7058824,0.7137255
-0.1875,0.9375,0.5372549,0.58431375,0.58431375
-0.125,-1.0,0.53333336,0.53333336,0.5529412
-0.125,-0.875,0.654902,0.6862745,0.69411767
-0.125,-0.8125,0.6627451,0.7058824,0.70980394
-0.125,-0.6875,0.68235296,0.7294118,0.72156864
-0.125,-0.5625,0.6666667,0.7176471,0.7019608
-0.125,-0.4375,0.69411767,0.73333335,0.7372549
-0.125,-0.3125,0.7176471,0.7411765,0.78039217
-0.125,-0.1875,0.60784316,0.6313726,0.69411767
-0.125,0.0,0.49411765,0.5254902,0.5647059
-0.125,0.0625,0.53333336,0.5647059,0.5882353
-0.125,0.125,0.5882353,0.61960787,0.627451
-0.125,0.375,0.6901961,0.7294118,0.73333335
-0.125,0.4375,0.67058825,0.70980394,0.7176471
-0.125,0.5,0.65882355,0.69803923,0.7058824
-0.125,0.875,0.6,0.654902,0.64705884
-0.0625,-0.875,0.654902,0.6901961,0.69411767
-0.0625,-0.75,0.6745098,0.7294118,0.72156864
-0.0625,-0.625,0.67058825,0.7176471,0.7019608
-0.0625,-0.4375,0.69803923,0.7372549,0.7411765
-0.0625,-0.1875,0.59607846,0.61960787,0.68235296
-0.0625,0.1875,0.6784314,0.7137255,0.70980394
-0.0625,0.25,0.6862745,0.7254902,0.72156864
-0.0625,0.5,0.654902,0.69803923,0.7058824
-0.0625,0.6875,0.65882355,0.7254902,0.7019608
-0.0625,0.8125,0.63529414,0.69803923,0.6862745
-0.0625,0.875,0.5921569,0.6431373,0.6431373
0.0,-0.875,0.64705884,0.69411767,0.69803923
0.0,-0.8125,0.654902,0.7058824,0.70980394
0.0,-0.6875,0.67058825,0.73333335,0.7254902
0.0,-0.375,0.6901961,0.7176471,0.74509805
0.0,-0.3125,0.6745098,0.69411767,0.7411765
0.0,-0.1875,0.5647059,0.5764706,0.6509804
0.0,-0.125,0.5058824,0.52156866,0.5882353
0.0,0.1875,0.6862745,0.72156864,0.7176471
0.0,0.25,0.6862745,0.72156864,0.7176471
0.0,0.5625,0.65882355,0.7137255,0.7137255
0.0,0.75,0.6392157,0.7058824,0.68235296
0.0,0.9375,0.54901963,0.5921569,0.60784316
0.0625,-1.0,0.52156866,0.5411765,0.5568628
0.0625,-0.9375,0.5882353,0.61960787,0.6313726
0.0625,-0.8125,0.654902,0.7058824,0.70980394
0.0625,-0.75,0.6666667,0.7254902,0.7254902
0.0625,-0.6875,0.67058825,0.73333335,0.7254902
0.0625,-0.625,0.65882355,0.7176471,0.7137255
0.0625,-0.5,0.67058825,0.7058824,0.70980394
0.0625,-0.4375,0.6745098,0.7019608,0.72156864
0.0625,-0.3125,0.64705884,0.6627451,0.7137255
0.0625,-0.25,0.6,0.6117647,0.68235296
0.0625,-0.0625,0.49019608,0.5058824,0.5647059
0.0625,0.125,0.6784314,0.7019608,0.7176471
0.0625,0.25,0.68235296,0.7176471,0.7176471
0.0625,0.3125,0.6666667,0.7058824,0.7058824
0.0625,0.5,0.65882355,0.70980394,0.7176471
0.0625,0.75,0.6431373,0.7058824,0.6901961
0.125,-1.0,0.52156866,0.5411765,0.5568628
0.125,-0.8125,0.654902,0.70980394,0.70980394
0.125,-0.75,0.6627451,0.7254902,0.72156864
0.125,-0.5,0.67058825,0.7058824,0.7176471
0.125,-0.25,0.5568628,0.5686275,0.6431373
0.125,0.0,0.5803922,0.59607846,0.6431373
0.125,0.125,0.7058824,0.7254902,0.7372549
0.125,0.375,0.64705884,0.6862745,0.6901961
0.125,0.5625,0.6745098,0.7294118,0.73333335
0.125,0.8125,0.64705884,0.7019608,0.7019608
0.125,0.875,0.59607846,0.6431373,0.65882355
0.1875,-0.5,0.6666667,0.7019608,0.7176471
0.1875,-0.3125,0.58431375,0.5921569,0.6627451
0.1875,-0.125,0.5176471,0.5254902,0.60784316
0.1875,0.0625,0.6666667,0.6862745,0.72156864
0.1875,0.375,0.6392157,0.6784314,0.6862745
0.1875,0.5,0.6862745,0.73333335,0.75686276
0.1875,0.625,0.6627451,0.7254902,0.72156864
0.1875,0.6875,0.64705884,0.70980394,0.7058824
0.1875,0.8125,0.63529414,0.6901961,0.7019608
0.25,-0.9375,0.59607846,0.62352943,0.6392157
0.25,-0.875,0.65882355,0.7019608,0.7058824
0.25,-0.8125,0.64705884,0.7019608,0.7019608
0.25,-0.75,0.6509804,0.7137255,0.70980394
0.25,-0.6875,0.65882355,0.72156864,0.7176471
0.25,-0.625,0.6666667,0.72156864,0.72156864
0.25,-0.5,0.68235296,0.7137255,0.7372549
0.25,-0.3125,0.53333336,0.54509807,0.62352943
0.25,-0.125,0.5294118,0.5411765,0.627451
0.25,0.3125,0.6431373,0.6745098,0.68235296
0.25,0.375,0.64705884,0.6862745,0.69411767
0.25,0.4375,0.6784314,0.7176471,0.7372549
0.25,0.5625,0.6862745,0.7411765,0.7607843
0.25,0.625,0.67058825,0.73333335,0.73333335
0.25,0.75,0.64705884,0.70980394,0.70980394
0.25,0.875,0.58431375,0.6313726,0.654902
0.25,0.9375,0.5294118,0.5647059,0.6
0.3125,-1.0,0.5294118,0.5411765,0.56078434
0.3125,-0.875,0.65882355,0.7019608,0.70980394
0.3125,-0.75,0.654902,0.7137255,0.70980394
0.3125,-0.5,0.6901961,0.7254902,0.7529412
0.3125,-0.4375,0.6627451,0.6901961,0.7411765
0.3125,-0.3125,0.48235294,0.49803922,0.58431375
0.3125,-0.25,0.41960785,0.42745098,0.5294118
0.3125,-0.0625,0.5921569,0.6117647,0.6862745
0.3125,0.0,0.6509804,0.6745098,0.7254902
0.3125,0.4375,0.68235296,0.7254902,0.7411765
0.3125,0.8125,0.6392157,0.69411767,0.7019608
0.3125,0.875,0.5764706,0.62352943,0.64705884
0.3125,0.9375,0.5137255,0.5529412,0.5921569
0.375,-1.0,0.53333336,0.54509807,0.5647059
0.375,-0.9375,0.6039216,0.627451,0.6392157
0.375,-0.3125,0.4392157,0.45882353,0.54901963
0.375,-0.125,0.5529412,0.5686275,0.65882355
0.375,0.0,0.65882355,0.68235296,0.73333335
0.375,0.0625,0.69411767,0.7137255,0.7490196
0.375,0.125,0.7019608,0.7254902,0.74509805
0.375,0.3125,0.6392157,0.6784314,0.6862745
0.375,0.375,0.654902,0.69411767,0.7019608
0.375,0.4375,0.6784314,0.7176471,0.7372549
0.375,0.5,0.6901961,0.73333335,0.75686276
0.4375,-0.9375,0.6117647,0.62352943,0.6392157
0.4375,-0.875,0.6745098,0.69803923,0.70980394
0.4375,-0.75,0.6666667,0.70980394,0.7137255
0.4375,-0.5625,0.6627451,0.7058824,0.7176471
0.4375,-0.4375,0.64705884,0.68235296,0.73333335
0.4375,-0.3125,0.42745098,0.44705883,0.53333336
0.4375,0.0,0.65882355,0.6784314,0.73333335
0.4375,0.125,0.6901961,0.7176471,0.7372549
0.4375,0.1875,0.6666667,0.69803923,0.7058824
0.4375,0.25,0.6431373,0.68235296,0.6862745
0.4375,0.3125,0.63529414,0.6784314,0.6862745
0.4375,0.4375,0.6745098,0.70980394,0.73333335
0.4375,0.5625,0.6784314,0.72156864,0.7411765
0.4375,0.625,0.6666667,0.72156864,0.7294118
0.4375,0.6875,0.654902,0.7137255,0.7176471
0.5,-1.0,0.5411765,0.54509807,0.56078434
0.5,-0.875,0.6745098,0.69803923,0.7058824
0.5,-0.8125,0.6627451,0.7019608,0.7058824
0.5,-0.625,0.67058825,0.7176471,0.72156864
0.5,-0.5625,0.654902,0.69803923,0.70980394
0.5,-0.4375,0.6313726,0.6745098,0.7176471
0.5,-0.125,0.5647059,0.58431375,0.6745098
0.5,0.0625,0.68235296,0.7058824,0.7372549
0.5,0.1875,0.6627451,0.6901961,0.7019608
0.5,0.25,0.6509804,0.6862745,0.6862745
0.5,0.3125,0.64705884,0.6901961,0.6901961
0.5,0.4375,0.6745098,0.70980394,0.7294118
0.5,0.5,0.6784314,0.7137255,0.7372549
0.5,0.625,0.6666667,0.72156864,0.7254902
0.5,0.75,0.64705884,0.69803923,0.7019608
0.5,0.8125,0.62352943,0.6627451,0.6745098
0.5,0.875,0.5568628,0.6,0.6156863
0.5,0.9375,0.5019608,0.54509807,0.5647059
0.5625,-0.9375,0.60784316,0.61960787,0.627451
0.5625,-0.875,0.6666667,0.69411767,0.6901961
0.5625,-0.8125,0.65882355,0.69803923,0.69411767
0.5625,-0.6875,0.6627451,0.7137255,0.7058824
0.5625,-0.5625,0.6627451,0.70980394,0.7176471
0.5625,-0.5,0.654902,0.69411767,0.7176471
0.5625,-0.4375,0.6156863,0.654902,0.69411767
0.5625,-0.375,0.48235294,0.5176471,0.5764706
0.5625,-0.3125,0.3529412,0.38431373,0.4627451
0.5625,-0.1875,0.44705883,0.4627451,0.56078434
0.5625,-0.0625,0.6392157,0.65882355,0.7294118
0.5625,0.0,0.67058825,0.69411767,0.74509805
0.5625,0.125,0.6784314,0.7137255,0.7176471
0.5625,0.25,0.6627451,0.7019608,0.69411767
0.5625,0.3125,0.6666667,0.7058824,0.7019608
0.5625,0.5,0.6745098,0.7137255,0.73333335
0.5625,0.5625,0.67058825,0.7137255,0.7294118
0.5625,0.875,0.5568628,0.6,0.6117647
0.625,-0.9375,0.60784316,0.6156863,0.62352943
0.625,-0.8125,0.65882355,0.69411767,0.6901961
0.625,-0.6875,0.6627451,0.7058824,0.7019608
0.625,-0.625,0.6627451,0.70980394,0.70980394
0.625,-0.4375,0.5764706,0.6156863,0.6509804
0.625,-0.375,0.42352942,0.45882353,0.5137255
0.625,-0.25,0.25490198,0.2784314,0.37254903
0.625,-0.125,0.5372549,0.56078434,0.6431373
0.625,-0.0625,0.627451,0.6509804,0.7137255
0.625,0.0,0.65882355,0.6862745,0.73333335
0.625,0.0625,0.65882355,0.6901961,0.7176471
0.625,0.3125,0.68235296,0.72156864,0.70980394
0.625,0.5,0.6745098,0.70980394,0.72156864
0.625,0.625,0.68235296,0.7294118,0.7294118
0.625,0.75,0.65882355,0.7176471,0.70980394
0.625,0.8125,0.6313726,0.68235296,0.68235296
0.625,0.875,0.56078434,0.6039216,0.6117647
0.6875,-0.9375,0.60784316,0.6117647,0.61960787
0.6875,-0.8125,0.65882355,0.6901961,0.6862745
0.6875,-0.75,0.6627451,0.69803923,0.6901961
0.6875,-0.6875,0.6627451,0.7058824,0.69803923
0.6875,-0.625,0.6627451,0.70980394,0.70980394
0.6875,-0.5,0.6392157,0.6862745,0.7058824
0.6875,-0.4375,0.5568628,0.6,0.6313726
0.6875,-0.375,0.4117647,0.4509804,0.49803922
0.6875,-0.0625,0.61960787,0.6431373,0.69803923
0.6875,0.0,0.6509804,0.6784314,0.7176471
0.6875,0.1875,0.6862745,0.72156864,0.70980394
0.6875,0.3125,0.69803923,0.73333335,0.7176471
0.6875,0.5,0.65882355,0.7019608,0.7058824
0.6875,0.625,0.6784314,0.7254902,0.7176471
0.6875,0.8125,0.6392157,0.6862745,0.68235296
0.75,-1.0,0.5372549,0.5372549,0.54509807
0.75,-0.9375,0.60784316,0.60784316,0.61960787
0.75,-0.75,0.6666667,0.69411767,0.6862745
0.75,-0.5625,0.6784314,0.72156864,0.72156864
0.75,-0.4375,0.5686275,0.6117647,0.63529414
0.75,-0.3125,0.36078432,0.39607844,0.45490196
0.75,-0.1875,0.44705883,0.4745098,0.54509807
0.75,0.125,0.6431373,0.6745098,0.6784314
0.75,0.375,0.69803923,0.73333335,0.72156864
0.75,0.4375,0.67058825,0.7058824,0.7019608
0.75,0.625,0.6745098,0.7176471,0.7058824
0.75,0.8125,0.6431373,0.68235296,0.6784314
0.8125,-0.9375,0.6156863,0.6156863,0.6156863
0.8125,-0.6875,0.6745098,0.7058824,0.69411767
0.8125,-0.625,0.6745098,0.7137255,0.70980394
0.8125,-0.375,0.54901963,0.5882353,0.61960787
0.8125,-0.3125,0.47843137,0.5137255,0.56078434
0.8125,-0.125,0.5921569,0.61960787,0.67058825
0.8125,0.125,0.6666667,0.6901961,0.6862745
0.8125,0.3125,0.7176471,0.7529412,0.73333335
0.8125,0.4375,0.6784314,0.70980394,0.69803923
0.8125,0.5,0.65882355,0.68235296,0.6784314
0.8125,0.5625,0.6509804,0.6784314,0.67058825
0.8125,0.625,0.6784314,0.7176471,0.69803923
0.8125,0.8125,0.6509804,0.6901961,0.6784314
0.8125,0.9375,0.53333336,0.5568628,0.56078434
0.875,-1.0,0.53333336,0.52156866,0.5254902
0.875,-0.875,0.6509804,0.6509804,0.6509804
0.875,-0.8125,0.65882355,0.67058825,0.6666667
0.875,-0.6875,0.6627451,0.6862745,0.68235296
0.875,-0.3125,0.5764706,0.60784316,0.6431373
0.875,-0.25,0.5568628,0.5882353,0.6313726
0.875,-0.1875,0.5921569,0.61960787,0.6666667
0.875,-0.125,0.61960787,0.64705884,0.6862745
0.875,-0.0625,0.6392157,0.6666667,0.7019608
0.875,0.0625,0.65882355,0.68235296,0.69411767
0.875,0.4375,0.68235296,0.7058824,0.69803923
0.875,0.625,0.68235296,0.70980394,0.69411767
0.875,0.875,0.5647059,0.5882353,0.5882353
0.875,0.9375,0.49411765,0.5137255,0.5137255
0.9375,-0.875,0.6117647,0.6156863,0.6156863
0.9375,-0.625,0.6509804,0.67058825,0.6745098
0.9375,-0.5,0.6392157,0.6745098,0.68235296
0.9375,-0.4375,0.63529414,0.6745098,0.68235296
0.9375,-0.3125,0.6313726,0.6666667,0.69411767
0.9375,-0.1875,0.6313726,0.65882355,0.69803923
0.9375,0.125,0.6509804,0.67058825,0.68235296
0.9375,0.25,0.6627451,0.6862745,0.6784314
0.9375,0.5625,0.6862745,0.7019608,0.69803923
0.9375,0.6875,0.67058825,0.6901961,0.6745098
0.9375,0.875,0.5411765,0.5529412,0.5568628
