0,1,2,3,4
0.5,0.375,0.7647059,0.49411765,0.44313726
0.5,0.5,0.7490196,0.46666667,0.40392157
0.5,0.6875,0.69803923,0.46666667,0.42745098
0.5,0.875,0.23921569,0.15686275,0.1254902
0.5625,-0.4375,0.5372549,0.36078432,0.2509804
0.5625,0.375,0.69411767,0.46666667,0.42745098
0.5625,0.8125,0.52156866,0.37254903,0.35686275
0.625,0.125,0.81960785,0.5411765,0.41960785
0.625,0.25,0.77254903,0.5058824,0.44313726
0.625,0.375,0.7607843,0.47843137,0.42352942
0.625,0.6875,0.654902,0.4509804,0.4117647
0.6875,-0.9375,0.39215687,0.32156864,0.24313726
0.6875,-0.75,0.38431373,0.26666668,0.18039216
0.6875,-0.625,0.44705883,0.29803923,0.19607843
0.6875,-0.1875,0.5921569,0.41568628,0.31764707
0.6875,0.5,0.7411765,0.47843137,0.41960785
0.6875,0.9375,0.11372549,0.10980392,0.11372549
0.75,-0.875,0.40392157,0.30588236,0.21176471
0.75,-0.375,0.65882355,0.5019608,0.4
0.75,0.5,0.6666667,0.45490196,0.42352942
0.8125,-0.9375,0.48235294,0.3647059,0.2509804
0.8125,-0.875,0.5137255,0.3882353,0.27058825
0.8125,-0.6875,0.3882353,0.27058825,0.2
0.8125,0.3125,0.78039217,0.5137255,0.4392157
0.8125,0.75,0.6117647,0.42352942,0.3882353
0.875,-0.9375,0.5568628,0.42745098,0.32156864
0.875,-0.375,0.67058825,0.54901963,0.47058824
0.875,-0.1875,0.76862746,0.64705884,0.57254905
0.9375,-1.0,0.5058824,0.38431373,0.29803923
0.9375,-0.8125,0.7137255,0.627451,0.5372549
0.9375,-0.6875,0.7490196,0.68235296,0.5882353
0.9375,0.0,0.65882355,0.60784316,0.5647059
0.9375,0.125,0.8039216,0.7764706,0.76862746
0.9375,0.25,0.78039217,0.50980395,0.45490196
0.9375,0.5,0.6431373,0.4392157,0.3882353
0.9375,0.875,0.17254902,0.11372549,0.101960786
